id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
542,2015,8,500,0,8,0,0,1,0,0,97,0,33,24,26,14,5
543,2015,10,521,1,12,13,1,1,0,13,0,10,252,12,33,50,5
544,2015,7,536,14,8,9,1,1,0,14,20,0,243,33,22,15,5
545,2015,21,112,5,1,5,0,1,0,5,13,0,173,10,3,33,5
546,2015,2,574,13,9,10,1,0,0,7,0,0,38,21,26,41,5
547,2015,8,557,0,4,5,1,1,0,0,2,0,47,24,45,62,5
548,2015,10,8,9,1,1,1,1,0,1,0,9,163,12,44,50,5
549,2015,24,8,7,9,10,1,1,0,7,8,0,23,47,22,16,5
550,2015,2,25,5,12,13,1,1,0,13,0,7,153,21,26,41,5
551,2015,14,25,14,0,0,1,1,0,14,22,0,45,34,3,29,5
552,2015,7,41,7,8,7,0,1,0,7,23,0,121,33,44,62,5
553,2015,24,41,10,1,1,1,1,0,10,14,0,18,2,22,15,5
554,2015,8,59,0,12,0,0,1,0,0,24,0,217,24,16,28,5
555,2015,21,59,5,13,14,1,1,0,5,35,0,248,10,3,33,5
556,2015,24,75,1,6,1,0,1,0,7,0,5,74,47,22,15,5
557,2015,2,93,13,8,9,1,1,0,13,138,0,38,21,44,62,5
558,2015,24,112,14,9,10,1,1,0,14,7,0,59,2,26,14,5
559,2015,8,132,0,6,0,0,1,0,7,0,6,71,24,17,16,5
560,2015,21,153,9,4,9,0,1,0,5,0,1,15,10,3,20,5
561,2015,29,153,14,1,14,0,1,0,14,6,0,134,40,58,50,5
562,2015,24,175,13,6,13,0,1,0,13,39,0,10,47,26,14,5
563,2015,8,175,0,9,0,0,1,0,0,12,0,186,24,33,16,5
564,2015,14,197,14,8,14,0,1,0,14,5,0,45,34,3,20,5
565,2015,29,218,0,1,0,0,1,0,1,0,6,263,40,44,62,5
566,2015,7,240,9,12,13,1,1,0,9,22,0,20,33,26,14,5
567,2015,24,263,7,4,5,1,1,0,7,5,0,71,47,44,62,5
568,2015,14,284,14,12,14,0,1,1,13,0,6,250,34,3,20,5
569,2015,7,307,9,0,9,0,1,0,0,0,7,167,33,18,14,5
570,2015,24,307,10,4,10,0,1,0,10,9,0,227,2,45,46,5
571,2015,2,330,1,12,13,1,0,0,7,0,0,38,21,22,29,5
572,2015,14,330,14,6,14,0,1,0,7,0,9,140,34,17,28,5
573,2015,24,378,7,0,7,0,1,0,7,25,0,102,47,22,46,5
574,2015,28,400,13,9,13,0,1,0,13,71,0,10,25,3,14,5
575,2015,31,443,13,0,0,1,1,0,0,0,3,4,18,3,15,5
576,2015,21,487,7,0,0,1,1,0,7,41,0,189,10,22,46,5
577,2016,24,142,7,11,7,0,1,0,12,0,9,18,47,22,16,5
578,2016,21,162,1,4,5,1,1,0,5,0,9,15,10,49,14,5
579,2016,7,186,9,2,2,1,1,0,2,0,5,16,32,3,62,5
580,2016,2,207,13,13,14,1,1,0,13,45,0,10,21,22,63,5
581,2016,21,229,5,6,7,1,1,0,7,0,6,189,10,39,50,5
582,2016,30,251,12,2,12,0,1,0,2,0,7,16,38,58,16,5
583,2016,10,273,9,1,1,1,1,0,1,0,8,3,12,49,14,5
584,2016,14,296,14,4,14,0,1,0,5,0,8,63,34,3,16,5
585,2016,24,296,7,2,2,1,1,0,2,0,3,16,47,22,63,5
586,2016,7,319,12,8,12,0,1,0,9,0,6,131,32,49,14,5
587,2016,2,319,13,1,1,1,1,0,1,0,7,178,21,58,1,5
588,2016,14,343,7,13,14,1,1,0,14,0,7,45,34,22,63,5
589,2016,7,365,9,4,5,1,1,0,5,0,6,194,32,49,14,5
590,2016,24,391,13,6,7,1,1,0,7,0,6,189,47,3,16,5
591,2016,30,413,2,13,14,1,1,0,14,0,10,28,38,28,20,5
592,2016,28,433,13,11,12,1,1,0,13,13,0,10,25,17,63,5
593,2016,10,455,1,6,7,1,1,0,1,10,0,230,12,49,14,5
594,2016,14,455,9,13,14,1,1,0,14,0,5,161,34,3,16,5
595,2016,30,477,13,2,13,0,1,0,2,0,6,250,38,28,11,5
596,2016,28,477,12,4,5,1,1,0,5,0,2,212,25,17,1,5
597,2016,7,501,7,8,9,1,1,0,7,25,0,170,32,39,45,5
598,2016,14,522,14,11,12,1,1,1,12,34,0,9,34,6,16,5
599,2016,10,537,2,1,1,1,1,0,2,1,0,39,12,33,50,5
600,2016,24,558,5,6,7,1,1,0,7,0,6,189,47,39,45,5
601,2016,28,575,12,2,2,1,1,0,2,0,3,55,25,17,11,5
602,2016,10,593,1,4,5,1,1,0,1,27,0,42,12,31,33,5
603,2016,14,593,14,12,13,1,1,0,14,15,0,45,34,3,20,5
604,2016,30,9,9,2,2,1,1,0,9,23,0,20,38,13,63,5
605,2016,28,9,12,6,7,1,1,0,7,0,8,189,25,6,45,5
606,2016,2,26,13,4,5,1,1,0,5,0,5,15,21,33,50,5
607,2016,30,42,2,1,1,1,1,0,1,0,8,192,38,17,11,5
608,2016,21,60,5,8,9,1,1,0,5,7,0,15,10,3,20,5
609,2016,10,76,1,11,12,1,1,0,12,0,7,18,12,16,45,5
610,2016,14,94,2,13,14,1,1,0,14,0,5,28,34,33,50,5
611,2016,2,113,12,12,13,1,1,0,13,0,7,250,21,17,11,5
612,2016,7,113,9,1,1,1,1,0,9,9,0,147,32,22,16,5
613,2016,33,133,14,6,7,1,1,0,14,85,0,4,8,49,14,5
614,2016,21,133,5,2,2,1,1,0,2,0,5,166,10,33,45,5
615,2016,7,154,13,8,9,1,1,0,13,1,0,227,32,3,20,5
616,2016,33,176,14,11,14,0,1,0,14,4,0,7,8,17,63,5
617,2016,2,198,13,6,7,1,1,0,7,0,6,105,21,6,14,5
618,2016,14,219,14,1,1,1,1,0,1,0,7,39,34,28,33,5
619,2016,33,241,7,8,7,0,1,0,9,0,7,147,8,22,16,5
620,2016,2,264,13,2,2,1,1,0,13,144,0,10,21,6,63,5
621,2016,21,264,12,4,12,0,1,1,5,0,8,258,10,1,11,5
622,2016,7,285,9,13,9,0,1,0,14,0,7,72,32,31,33,5
623,2016,33,285,7,1,1,1,1,0,7,80,0,105,8,39,16,5
624,2016,21,308,5,12,13,1,1,0,13,0,9,250,10,17,1,5
625,2016,33,331,1,11,12,1,1,1,12,19,0,9,8,39,14,5
626,2016,2,353,13,8,9,1,1,1,13,82,0,250,21,31,33,5
627,2016,18,379,5,2,2,1,1,0,2,0,6,55,14,3,16,5
628,2016,29,401,14,1,1,1,1,0,1,0,6,107,40,1,11,5
629,2016,33,422,9,11,9,0,1,0,12,0,4,150,8,22,39,5
630,2016,18,422,7,2,2,1,1,0,2,0,6,217,14,3,16,5
631,2016,21,444,5,13,14,1,1,0,5,22,0,258,10,31,33,5
632,2016,29,444,1,12,13,1,1,0,13,0,6,250,40,1,11,5
633,2016,2,488,2,12,13,1,1,0,13,0,4,10,21,3,20,5
634,2016,10,509,14,4,5,1,1,0,14,22,0,134,12,33,14,5
635,2016,10,546,2,13,14,1,1,0,14,0,4,45,12,33,16,5
636,2016,2,581,14,12,14,0,1,0,14,8,0,34,21,22,11,5
7894,2018,24,101,7,0,0,1,1,0,0,0,1,47,47,19,2,2
7895,2018,23,124,1,8,9,1,1,0,9,0,6,108,32,46,26,16
7896,2018,21,124,13,4,5,1,1,0,5,0,4,224,10,16,3,19
7897,2018,14,144,10,13,14,1,1,0,14,0,9,204,34,38,64,17
7898,2018,8,164,5,0,0,1,1,0,0,0,5,231,24,8,17,0
7899,2018,16,188,10,1,1,1,1,1,10,10,0,230,39,27,47,16
7900,2018,14,209,7,13,14,1,1,0,14,0,1,197,34,40,38,22
7901,2018,3,231,9,12,13,1,1,0,13,0,4,248,21,49,3,5
7902,2018,24,253,7,1,1,1,1,0,1,0,7,94,47,27,39,18
7903,2018,21,253,5,13,14,1,1,0,14,0,5,30,10,2,8,7
7904,2018,3,275,10,12,13,1,1,0,10,19,0,230,21,16,50,1
7905,2018,23,275,9,0,0,1,1,0,9,4,0,38,32,59,40,15
7906,2018,21,298,5,1,1,1,1,0,5,71,0,162,10,8,2,7
7907,2018,24,321,7,12,13,1,1,0,7,46,0,189,47,46,39,9
7908,2018,16,345,10,4,5,1,1,0,5,0,7,162,39,49,3,5
7909,2018,23,367,9,13,9,0,1,0,9,15,0,38,32,38,8,22
7910,2018,28,393,0,9,10,1,1,0,0,64,0,227,25,39,26,18
7911,2018,21,415,5,8,9,1,1,1,9,0,9,108,10,16,3,19
7912,2018,3,415,1,12,13,1,1,0,13,0,6,10,21,19,40,0
7913,2018,14,435,0,13,14,1,1,0,0,4,0,23,34,8,64,15
7914,2018,16,435,7,9,7,0,1,0,10,0,3,82,39,46,26,16
7915,2018,10,457,9,1,1,1,1,0,9,4,0,21,12,40,2,7
7916,2018,24,479,14,6,7,1,1,0,14,31,0,197,47,16,50,1
7917,2018,3,502,13,0,0,1,1,0,0,0,5,150,21,38,65,2
7918,2018,14,524,14,8,9,1,1,0,14,13,0,21,34,40,67,18
7919,2018,10,539,1,4,5,1,1,0,1,55,0,228,12,16,50,0
7920,2018,28,560,0,6,7,1,1,0,7,0,8,189,25,19,39,3
7921,2018,16,577,14,9,14,0,1,0,14,11,0,112,39,15,2,19
7922,2018,3,577,13,4,5,1,1,0,5,0,6,37,21,38,8,23
7923,2018,28,595,0,1,1,1,1,0,0,13,0,227,25,16,9,17
7924,2018,3,11,13,6,7,1,1,0,13,14,0,244,21,35,39,24
7925,2018,10,28,1,9,10,1,1,1,1,4,0,192,12,40,65,4
7926,2018,21,44,0,4,5,1,1,0,5,0,6,224,10,32,3,2
7927,2018,15,62,9,6,7,1,1,0,7,0,6,22,16,49,9,5
7928,2018,28,78,13,0,0,1,1,0,0,0,6,186,25,39,67,13
7929,2018,14,78,1,13,1,0,1,0,14,0,7,197,34,15,40,23
7930,2018,24,96,7,4,5,1,1,0,7,13,0,71,47,32,3,2
7931,2018,15,96,10,8,9,1,1,0,9,0,6,129,16,16,50,3
7932,2018,14,115,14,12,13,1,1,0,14,5,0,112,34,15,65,17
7933,2018,16,135,10,8,10,0,1,0,10,15,0,87,39,35,39,24
7934,2018,21,156,7,4,5,1,1,0,7,102,0,81,10,8,26,12
7935,2018,10,178,1,13,1,0,1,0,14,0,9,204,12,16,9,19
7936,2018,16,200,0,9,0,0,1,0,10,0,4,87,39,35,67,16
7937,2018,15,221,5,8,9,1,1,0,5,31,0,224,16,40,65,4
7938,2018,10,221,1,12,13,1,1,0,13,0,5,10,12,32,8,9
7939,2018,28,243,14,0,0,1,1,0,0,0,8,23,25,35,67,3
7940,2018,24,243,7,9,10,1,1,0,10,0,7,87,47,39,50,5
7941,2018,15,266,9,12,13,1,1,0,13,0,10,248,16,15,65,17
7942,2018,21,286,10,4,5,1,1,0,5,0,6,115,10,32,8,22
7943,2018,24,310,7,8,9,1,1,0,7,3,0,93,47,35,39,24
7944,2018,3,333,13,13,14,1,1,0,13,14,0,10,21,49,9,5
7945,2018,10,354,1,0,0,1,1,0,1,34,0,73,12,32,64,17
7946,2018,16,381,10,12,10,0,1,0,10,30,0,206,39,15,65,5
7947,2018,14,381,14,4,14,0,1,0,5,0,5,37,34,8,50,3
7948,2018,10,402,1,6,1,0,1,0,1,11,0,3,12,32,40,22
7949,2018,28,402,9,0,0,1,1,0,0,0,5,118,25,39,67,13
7950,2018,24,445,14,0,0,1,1,0,0,0,2,61,47,35,14,19
7951,2018,21,464,5,9,10,1,1,0,5,25,0,15,10,39,8,12
7952,2018,21,510,14,4,5,1,1,0,14,14,0,197,10,39,32,2
7953,2018,24,547,14,0,0,1,1,0,0,0,8,227,47,35,50,16
11137,2019,8,447,13,0,0,1,1,0,0,0,7,74,22,15,9,16
11138,2019,21,467,14,4,5,1,1,0,5,0,6,15,10,19,8,22
11139,2019,24,467,1,6,7,1,1,0,1,37,0,192,47,49,67,17
11140,2019,16,492,9,9,10,1,1,0,9,14,0,38,39,16,30,4
11141,2019,10,513,1,0,1,0,1,0,0,0,6,227,13,35,39,3
11142,2019,21,529,5,8,9,1,1,0,5,28,0,15,10,8,64,7
11143,2019,3,549,7,12,13,1,1,0,7,6,0,93,23,49,40,24
11144,2019,14,567,10,13,10,0,1,0,14,0,5,197,36,15,14,10
11145,2019,23,585,7,8,9,1,1,0,9,0,8,132,17,59,17,2
11146,2019,10,585,5,1,1,1,2,0,1,0,0,169,13,9,39,13
11147,2019,14,601,14,12,13,1,1,0,14,118,0,83,36,49,30,5
11148,2019,8,601,0,9,10,1,1,0,0,8,0,150,22,40,67,4
11149,2019,23,1,9,1,1,1,1,0,9,14,0,203,17,8,17,22
11150,2019,16,17,13,9,10,1,1,0,10,0,7,206,39,35,9,16
11151,2019,24,33,7,0,0,1,1,0,7,37,0,71,47,15,47,24
11152,2019,10,50,1,13,14,1,1,0,14,0,5,83,13,16,30,19
11153,2019,3,68,13,4,5,1,1,0,5,0,5,15,23,8,17,17
11309,2019,8,85,0,8,0,0,1,0,0,22,0,74,22,31,47,5
11310,2019,14,85,7,13,14,1,1,0,7,40,0,1,36,9,39,13
11311,2019,3,102,13,1,1,1,1,0,1,0,4,101,23,49,67,17
11312,2019,16,102,10,4,5,1,1,0,5,0,8,69,39,19,8,4
11313,2019,23,125,14,8,9,1,1,0,9,0,6,108,17,35,9,16
11314,2019,8,145,5,0,0,1,1,0,0,0,7,51,22,46,14,21
11315,2019,24,165,9,6,7,1,1,0,7,0,3,102,47,61,50,17
11316,2019,16,189,10,0,0,1,1,0,0,0,4,150,39,15,61,7
11317,2019,21,210,5,1,1,1,1,0,1,0,7,204,10,61,40,18
11318,2019,24,232,7,9,10,1,1,0,10,0,4,87,47,39,37,13
11319,2019,23,232,9,12,13,1,1,0,13,0,8,10,17,49,61,15
11320,2019,21,254,5,0,0,1,1,0,0,0,5,79,10,46,40,24
11321,2019,14,254,1,13,14,1,1,0,1,39,0,100,36,8,13,7
11322,2019,24,276,13,6,7,1,1,0,7,0,5,220,47,35,39,14
11323,2019,23,299,9,9,10,1,1,0,9,12,0,180,17,8,64,19
11324,2019,14,322,0,13,0,0,1,0,14,0,6,45,36,24,61,5
11325,2019,10,346,7,1,7,0,1,0,7,40,0,71,13,38,13,2
11326,2019,21,368,13,4,5,1,1,0,13,10,0,250,10,24,39,3
11327,2019,16,394,7,9,10,1,1,0,10,0,5,225,39,49,67,17
11328,2019,10,394,9,1,1,1,1,0,1,0,5,228,13,57,14,4
11329,2019,14,416,5,13,14,1,1,0,14,0,9,99,36,39,38,8
11330,2019,3,416,13,0,0,1,1,0,13,1,0,170,23,59,47,2
11331,2019,16,436,10,1,1,1,1,0,1,0,6,192,39,49,37,24
11332,2019,8,458,14,0,0,1,1,0,0,0,6,227,22,38,8,22
11333,2019,3,480,13,8,9,1,1,0,13,17,0,10,23,15,14,18
11334,2019,21,503,5,9,10,1,1,0,10,0,3,252,10,24,9,16
11335,2019,8,525,7,0,0,1,1,0,7,46,0,189,22,38,8,22
11336,2019,16,540,14,9,10,1,1,0,10,0,7,89,39,61,36,20
11337,2019,10,561,1,12,1,0,1,0,1,16,0,204,13,15,31,5
11338,2019,21,561,5,6,7,1,1,0,5,34,0,15,10,24,39,3
11339,2019,14,578,14,8,9,1,1,0,14,45,0,45,36,49,40,14
11340,2019,3,596,13,9,10,1,0,0,7,0,0,38,23,38,61,2
11341,2019,8,12,0,1,1,1,1,0,0,80,0,150,22,9,39,8
11342,2019,24,29,7,13,7,0,2,0,7,0,0,93,47,49,40,14
11343,2019,23,45,9,4,5,1,1,0,5,0,7,205,17,15,14,11
11344,2019,10,63,10,1,10,0,1,0,1,0,5,3,13,24,9,16
11345,2019,3,63,14,12,13,1,1,0,13,0,4,207,23,38,8,21
11346,2019,23,79,0,8,9,1,1,0,9,0,6,108,17,31,14,4
11347,2019,24,79,5,6,7,1,1,0,7,0,9,71,47,37,40,19
11412,2019,8,116,0,6,0,0,1,0,7,0,6,22,22,38,39,8
11413,2019,33,136,14,1,1,1,1,0,1,0,2,192,0,22,50,5
11414,2019,33,179,1,0,0,1,1,0,0,0,6,61,0,56,13,6
11415,2019,14,222,7,0,7,0,1,0,7,1,0,93,36,39,23,15
11416,2022,1,550,3,5,3,0,1,0,3,5,0,75,27,39,16,5
11417,2022,24,86,3,1,1,1,1,0,3,14,0,157,47,8,31,5
11418,2022,28,190,3,13,14,1,1,0,3,0,7,195,5,25,63,5
11419,2022,24,255,3,9,10,1,1,0,3,37,0,75,2,19,39,5
11420,2022,1,323,3,0,0,0,1,0,3,0,3,57,27,49,25,5
11421,2022,21,459,3,4,3,0,1,0,3,8,0,157,10,39,68,5
11422,2022,1,541,3,6,7,1,1,0,3,5,0,239,27,17,8,5
11423,2022,26,597,3,12,13,1,1,0,3,0,6,195,5,59,66,5
11424,2022,28,46,3,8,9,0,1,0,3,0,8,197,26,15,59,5
11425,2022,1,180,3,5,6,1,1,0,3,62,0,239,27,39,16,5
11426,2022,8,287,3,0,3,1,1,0,3,0,7,257,20,8,31,5
11427,2022,1,382,3,12,13,1,1,0,13,0,8,253,27,25,63,5
11428,2022,21,489,3,9,10,1,1,0,3,0,7,57,10,19,39,5
11429,2022,1,582,3,9,10,1,1,0,3,0,7,75,27,17,39,5
11430,2023,1,603,3,0,3,1,1,0,3,0,5,197,27,19,50,5
11431,2023,10,52,3,1,1,1,1,0,3,0,6,232,12,56,25,5
11432,2023,1,146,3,4,3,0,1,0,5,0,3,198,27,39,68,5
11433,2023,23,233,3,8,9,1,1,0,3,0,6,239,17,8,31,5
11434,2023,1,301,3,9,10,0,1,0,10,0,3,236,27,59,66,5
11435,2023,22,437,3,5,6,1,1,0,3,7,0,159,11,15,59,5
11436,2023,1,504,3,6,7,1,1,0,3,55,0,24,27,17,39,5
11437,2023,21,580,3,4,5,1,1,0,5,0,7,242,10,39,68,5
11438,2023,1,30,3,1,1,1,1,0,3,5,0,157,27,25,63,5
11439,2023,16,80,3,9,3,0,1,0,10,0,9,247,39,19,50,5
11440,2023,1,117,3,5,3,1,1,0,3,56,0,159,27,8,31,5
11441,2023,1,288,3,13,3,1,1,0,3,34,0,239,27,59,66,5
11442,2023,8,465,3,0,0,0,1,0,0,15,0,199,20,39,16,5
11443,2023,1,583,3,0,0,0,1,0,0,0,5,58,27,39,31,5
11444,2024,1,468,3,6,7,1,1,0,3,6,0,239,27,59,66,5
11445,2024,8,514,3,0,0,0,1,0,0,63,0,237,20,8,31,5
11446,2024,1,604,3,13,14,1,1,0,3,0,7,159,27,39,16,5
11447,2024,22,105,3,5,6,1,1,0,6,33,0,260,11,15,59,5
11448,2024,16,168,3,9,10,1,1,0,10,0,3,98,39,19,50,5
11449,2024,1,324,3,1,1,1,1,0,1,0,6,160,27,25,63,5
11450,2022,24,602,6,0,0,0,1,0,6,0,6,60,2,8,31,5
11451,2022,26,51,6,13,14,1,1,0,6,12,0,26,5,25,63,5
11452,2022,10,103,6,1,1,1,1,0,6,6,0,179,12,19,39,5
11453,2022,24,166,6,9,10,1,1,0,10,0,3,262,47,49,25,5
11454,2022,24,300,6,6,7,1,1,0,6,18,0,108,2,39,68,5
11455,2022,26,369,6,12,13,0,1,0,13,18,0,62,5,17,8,5
11456,2022,24,481,6,8,9,1,1,0,6,20,0,114,47,59,66,5
11457,2022,28,579,6,8,6,0,1,0,6,20,0,179,26,15,59,5
11458,2022,28,180,6,9,6,1,1,0,10,0,6,247,26,8,31,5
11459,2022,24,287,6,12,13,1,1,0,6,14,0,108,2,25,63,5
11460,2022,21,355,6,4,5,0,1,0,6,2,0,179,10,19,39,5
11461,2022,21,511,6,12,13,0,1,0,13,14,0,196,10,49,25,5
11462,2023,22,2,6,1,1,1,1,0,6,50,0,116,11,8,31,5
11463,2023,8,34,6,0,0,0,1,0,0,12,0,156,20,39,16,5
11464,2023,22,104,6,13,14,1,1,0,6,0,5,114,11,25,63,5
11465,2023,3,167,6,12,13,1,1,0,6,1,0,165,4,19,39,5
11466,2023,22,277,6,8,9,1,1,0,6,0,2,240,11,49,25,5
11467,2023,16,370,6,9,10,0,1,0,6,10,0,26,39,39,68,5
11468,2023,22,562,6,8,6,0,1,0,9,0,7,124,11,59,66,5
11469,2023,22,13,6,12,13,1,1,0,6,18,0,108,11,15,59,5
11470,2023,14,244,6,13,14,1,1,0,6,0,7,177,35,8,31,5
11471,2023,22,311,6,6,7,1,1,0,6,5,0,154,11,25,63,5
11472,2023,21,403,6,4,5,1,1,0,6,1,0,165,10,19,39,5
11473,2023,8,490,6,6,7,0,1,0,7,81,0,25,20,49,25,5
11474,2024,22,468,6,9,10,1,1,0,10,20,0,234,11,39,16,5
11475,2024,3,18,6,12,13,1,1,0,6,28,0,155,4,8,31,5
11476,2024,10,211,6,1,1,1,1,0,1,0,6,97,12,19,39,5
11477,2024,21,256,6,4,5,1,1,0,5,0,8,176,10,49,25,5
11478,2024,22,371,6,0,0,0,1,0,6,0,8,108,11,59,66,5
